sensor0,sensor1,diff,time
20,24,-4,192835
20,23,-3,192836
19,23,-4,192849
19,23,-4,192838
19,23,-4,192850
19,23,-4,192852
20,23,-3,192863
20,23,-3,192864
20,23,-3,192865
20,23,-3,192877
20,23,-3,192878
20,23,-3,192879
20,24,-4,192893
20,23,-3,192891
20,23,-3,192892
21,24,-3,192906
20,24,-4,192905
21,24,-3,192907
21,24,-3,192919
22,25,-3,192920
22,25,-3,192921
22,25,-3,192932
22,24,-2,192934
22,24,-2,192935
22,24,-2,192946
22,24,-2,192948
22,24,-2,192949
22,24,-2,192960
22,25,-3,192961
22,25,-3,192963
23,25,-2,192974
23,25,-2,192975
22,24,-2,192977
22,24,-2,192988
22,24,-2,192989
22,24,-2,192991
22,24,-2,193002
23,24,-1,193003
23,25,-2,193004
23,24,-1,193016
23,24,-1,193017
23,24,-1,193018
23,24,-1,193030
22,24,-2,193031
22,24,-2,193032
23,24,-1,193044
23,24,-1,193045
23,24,-1,193046
23,24,-1,193058
23,24,-1,193059
23,25,-2,193060
23,25,-2,193071
23,25,-2,193073
23,25,-2,193074
24,26,-2,193075
24,26,-2,193087
25,27,-2,193088
25,26,-1,193089
24,26,-2,193101
24,26,-2,193102
24,25,-1,193103
23,25,-2,193114
23,26,-3,193116
24,27,-3,193117
25,28,-3,193128
26,28,-2,193130
26,28,-2,193131
27,29,-2,193142
27,29,-2,193143
27,29,-2,193145
27,29,-2,193156
27,29,-2,193157
28,30,-2,193159
29,31,-2,193171
28,31,-3,193170
29,32,-3,193172
29,32,-3,193184
29,32,-3,193185
29,32,-3,193186
29,31,-2,193198
29,32,-3,193199
29,32,-3,193200
29,32,-3,193212
29,32,-3,193213
28,31,-3,193226
28,31,-3,193227
29,32,-3,193214
28,31,-3,193239
29,32,-3,193241
29,32,-3,193253
29,32,-3,193255
29,31,-2,193256
28,31,-3,193267
27,30,-3,193269
27,30,-3,193270
27,30,-3,193281
27,30,-3,193282
27,30,-3,193284
27,29,-2,193295
27,29,-2,193296
27,29,-2,193298
26,28,-2,193309
26,28,-2,193310
26,28,-2,193311
26,28,-2,193323
26,28,-2,193324
26,28,-2,193325
26,28,-2,193337
26,28,-2,193338
26,28,-2,193339
26,28,-2,193351
26,28,-2,193352
26,28,-2,193353
26,28,-2,193365
26,28,-2,193366
26,28,-2,193367
26,28,-2,193379
26,28,-2,193380
26,28,-2,193381
26,28,-2,193392
26,27,-1,193394
25,27,-2,193395
25,26,-1,193406
24,26,-2,193409
24,26,-2,193420
24,26,-2,193421
24,26,-2,193423
24,26,-2,193434
24,25,-1,193435
24,25,-1,193437
24,25,-1,193448
23,25,-2,193449
23,25,-2,193450
23,25,-2,193462
23,25,-2,193463
22,25,-3,193464
22,25,-3,193476
22,25,-3,193477
23,25,-2,193478
23,25,-2,193490
23,25,-2,193491
23,25,-2,193492
23,25,-2,193504
23,25,-2,193505
23,25,-2,193506
23,26,-3,193517
24,26,-2,193519
24,27,-3,193520
25,27,-2,193531
25,28,-3,193533
25,28,-3,193534
25,28,-3,193545
25,28,-3,193547
25,28,-3,193548
24,28,-4,193559
24,28,-4,193560
24,28,-4,193562
24,28,-4,193563
24,28,-4,193576
24,28,-4,193574
25,30,-5,193577
26,31,-5,193588
27,32,-5,193589
28,32,-4,193591
28,33,-5,193602
29,33,-4,193603
29,32,-3,193605
28,32,-4,193616
28,32,-4,193617
29,33,-4,193618
29,33,-4,193631
29,33,-4,193630
30,34,-4,193632
30,34,-4,193644
30,34,-4,193645
30,34,-4,193646
29,33,-4,193658
29,33,-4,193659
28,32,-4,193660
28,32,-4,193672
28,32,-4,193673
28,33,-5,193674
29,33,-4,193687
28,33,-5,193685
29,33,-4,193688
28,32,-4,193699
28,32,-4,193701
28,32,-4,193702
28,32,-4,193713
27,31,-4,193714
26,29,-3,193716
25,28,-3,193727
25,28,-3,193728
24,27,-3,193730
24,27,-3,193741
24,27,-3,193742
24,26,-2,193744
24,26,-2,193755
23,25,-2,193756
22,24,-2,193757
22,23,-1,193769
21,23,-2,193770
21,22,-1,193771
21,22,-1,193783
20,22,-2,193784
20,22,-2,193785
20,21,-1,193797
20,21,-1,193798
19,20,-1,193799
19,20,-1,193811
19,19,0,193812
18,19,-1,193813
18,18,0,193824
17,18,-1,193826
17,18,-1,193827
17,18,-1,193838
18,18,0,193840
18,18,0,193841
18,18,0,193852
18,18,0,193854
17,17,0,193855
17,17,0,193866
16,17,-1,193867
16,16,0,193869
16,16,0,193880
16,16,0,193881
16,16,0,193882
16,16,0,193894
16,16,0,193895
15,15,0,193896
15,15,0,193898
15,15,0,193909
15,15,0,193910
15,15,0,193911
14,15,-1,193923
14,15,-1,193924
14,14,0,193925
14,14,0,193937
14,14,0,193938
14,14,0,193939
14,14,0,193951
14,14,0,193952
14,14,0,193953
13,13,0,193965
13,13,0,193966
12,13,-1,193967
12,12,0,193978
12,12,0,193980
12,12,0,193981
12,12,0,193992
12,12,0,193994
12,12,0,193995
11,11,0,194006
11,11,0,194007
11,10,1,194009
10,10,0,194020
9,9,0,194021
9,9,0,194022
9,10,-1,194024
10,10,0,194035
10,10,0,194036
10,10,0,194038
10,10,0,194049
10,10,0,194050
10,10,0,194052
10,10,0,194063
10,10,0,194064
10,10,0,194065
10,10,0,194077
11,11,0,194078
11,11,0,194079
12,12,0,194091
12,12,0,194092
12,12,0,194093
12,12,0,194105
12,12,0,194106
12,12,0,194107
11,12,-1,194118
11,12,-1,194120
12,12,0,194121
12,12,0,194132
12,12,0,194134
13,13,0,194135
13,13,0,194146
13,13,0,194147
14,14,0,194160
14,13,1,194161
13,13,0,194163
13,13,0,194164
13,13,0,194175
13,13,0,194177
12,13,-1,194178
12,13,-1,194189
12,12,0,194190
12,12,0,194192
12,12,0,194203
12,12,0,194204
12,12,0,194206
12,12,0,194217
12,12,0,194218
12,12,0,194219
12,12,0,194232
12,12,0,194231
12,12,0,194233
12,12,0,194245
12,12,0,194246
12,12,0,194247
12,12,0,194259
13,12,1,194260
13,12,1,194261
13,12,1,194272
13,12,1,194274
13,12,1,194275
12,12,0,194286
12,12,0,194288
12,12,0,194289
12,12,0,194300
12,12,0,194301
12,12,0,194303
13,12,1,194304
13,12,1,194315
13,12,1,194317
13,13,0,194329
14,13,1,194330
14,13,1,194332
14,13,1,194343
13,13,0,194344
13,13,0,194346
13,12,1,194357
12,12,0,194358
12,12,0,194359
12,12,0,194371
12,12,0,194372
12,12,0,194373
12,12,0,194385
12,12,0,194386
12,11,1,194387
11,11,0,194400
11,11,0,194399
11,10,1,194401
10,10,0,194413
10,10,0,194414
10,10,0,194415
10,10,0,194426
10,10,0,194428
10,10,0,194429
10,10,0,194440
10,9,1,194442
9,9,0,194443
9,9,0,194444
9,9,0,194455
9,9,0,194457
9,9,0,194458
9,10,-1,194469
10,10,0,194470
10,10,0,194472
10,10,0,194483
10,10,0,194484
10,10,0,194486
10,10,0,194497
10,9,1,194499
10,10,0,194498
9,9,0,194511
9,9,0,194512
9,9,0,194513
9,8,1,194515
8,8,0,194526
8,8,0,194527
8,8,0,194528
8,8,0,194540
8,8,0,194541
8,8,0,194542
8,9,-1,194554
9,9,0,194555
9,9,0,194556
9,10,-1,194568
10,10,0,194569
10,10,0,194570
10,10,0,194586
10,10,0,194587
10,10,0,194588
9,9,0,194589
9,9,0,194601
9,9,0,194602
8,8,0,194603
8,8,0,194615
8,8,0,194616
8,8,0,194617
8,8,0,194629
8,8,0,194630
8,9,-1,194631
9,9,0,194643
9,9,0,194644
9,9,0,194645
9,9,0,194646
9,10,-1,194658
10,10,0,194659
10,10,0,194672
10,10,0,194660
9,10,-1,194673
9,10,-1,194674
10,10,0,194685
10,10,0,194687
10,10,0,194688
10,10,0,194699
9,9,0,194701
9,9,0,194702
9,9,0,194713
9,9,0,194716
9,9,0,194714
9,9,0,194727
9,10,-1,194728
9,10,-1,194730
10,10,0,194731
10,10,0,194742
10,10,0,194743
10,10,0,194745
10,10,0,194756
10,10,0,194757
10,11,-1,194759
11,11,0,194770
11,11,0,194771
11,11,0,194772
11,11,0,194784
11,11,0,194785
11,11,0,194786
11,11,0,194798
11,11,0,194799
11,11,0,194800
11,11,0,194812
11,11,0,194813
11,11,0,194814
11,11,0,194826
11,11,0,194827
11,11,0,194828
11,11,0,194839
11,11,0,194841
11,11,0,194842
11,11,0,194853
11,11,0,194854
11,11,0,194856
11,11,0,194857
11,11,0,194868
11,10,1,194870
10,10,0,194871
10,10,0,194882
10,10,0,194884
10,10,0,194885
10,10,0,194896
10,10,0,194897
10,10,0,194899
10,9,1,194910
9,9,0,194911
9,9,0,194913
9,9,0,194924
9,9,0,194926
9,9,0,194925
9,9,0,194938
9,8,1,194939
9,8,1,194940
9,9,0,194941
9,9,0,194953
9,9,0,194954
9,9,0,194955
9,9,0,194967
9,9,0,194968
9,8,1,194969
9,8,1,194981
9,8,1,194982
9,9,0,194983
9,9,0,194995
9,9,0,194996
9,9,0,194997
9,9,0,194998
9,10,-1,195010
10,10,0,195011
10,10,0,195012
10,10,0,195024
10,10,0,195025
10,10,0,195037
10,10,0,195026
10,10,0,195039
10,10,0,195040
10,10,0,195051
10,10,0,195052
10,10,0,195054
10,10,0,195065
10,10,0,195066
11,10,1,195080
10,10,0,195068
11,10,1,195079
10,10,0,195081
10,10,0,195094
10,10,0,195095
10,10,0,195107
10,9,1,195108
10,9,1,195109
9,9,0,195110
9,9,0,195122
9,9,0,195123
9,9,0,195124
9,9,0,195136
9,9,0,195137
9,9,0,195138
9,9,0,195150
9,9,0,195151
9,9,0,195152
9,9,0,195164
9,9,0,195165
9,9,0,195166
9,9,0,195167
9,9,0,195179
9,9,0,195180
9,9,0,195181
9,9,0,195192
9,9,0,195194
9,9,0,195206
9,9,0,195195
9,9,0,195208
9,8,1,195209
8,8,0,195210
8,8,0,195221
8,8,0,195223
8,8,0,195224
8,8,0,195235
8,8,0,195237
8,9,-1,195238
9,9,0,195249
9,9,0,195250
9,9,0,195252
9,9,0,195263
9,9,0,195264
9,9,0,195266
9,9,0,195267
9,9,0,195278
9,9,0,195279
8,8,0,195281
8,8,0,195292
8,8,0,195293
8,8,0,195295
8,8,0,195306
8,8,0,195307
8,8,0,195308
8,8,0,195320
8,8,0,195321
8,8,0,195322
8,8,0,195324
8,8,0,195335
9,8,1,195337
9,8,1,195349
9,8,1,195350
9,9,0,195351
9,9,0,195363
9,9,0,195364
9,9,0,195365
9,9,0,195366
9,8,1,195378
8,8,0,195379
8,8,0,195380
8,8,0,195392
8,8,0,195393
8,8,0,195394
8,8,0,195406
8,8,0,195407
8,8,0,195408
8,8,0,195419
8,8,0,195421
8,8,0,195422
8,8,0,195423
8,8,0,195435
9,9,0,195436
9,9,0,195437
9,9,0,195448
9,9,0,195450
9,9,0,195451
9,9,0,195464
9,9,0,195462
9,9,0,195465
9,9,0,195476
9,9,0,195477
9,9,0,195479
9,9,0,195480
9,9,0,195491
9,9,0,195493
9,9,0,195494
9,9,0,195505
10,10,0,195506
10,10,0,195508
10,10,0,195519
11,10,1,195520
11,10,1,195521
11,10,1,195533
11,10,1,195534
11,10,1,195535
11,10,1,195547
11,10,1,195548
11,10,1,195549
11,10,1,195550
11,10,1,195562
11,10,1,195563
10,10,0,195564
10,10,0,195576
10,10,0,195577
10,10,0,195578
10,10,0,195590
11,10,1,195591
11,10,1,195592
11,10,1,195604
11,11,0,195605
11,11,0,195606
11,11,0,195631
12,11,1,195620
12,11,1,195619
12,11,1,195617
11,11,0,195633
11,11,0,195634
11,11,0,195645
11,11,0,195648
11,11,0,195659
11,11,0,195660
11,11,0,195662
12,11,1,195673
12,11,1,195675
12,11,1,195674
12,11,1,195687
12,11,1,195688
12,11,1,195689
12,11,1,195702
12,11,1,195703
12,11,1,195704
12,11,1,195716
12,11,1,195717
12,11,1,195730
12,11,1,195718
12,11,1,195731
12,11,1,195732
13,11,2,195744
13,12,1,195745
13,12,1,195746
13,12,1,195757
14,13,1,195759
14,13,1,195760
14,13,1,195771
15,14,1,195773
15,14,1,195774
15,14,1,195785
16,15,1,195800
15,14,1,195799
15,14,1,195788
16,15,1,195802
16,15,1,195813
16,15,1,195814
17,16,1,195815
18,16,2,195827
18,17,1,195828
19,18,1,195829
20,18,2,195831
20,18,2,195842
20,19,1,195843
22,21,1,195856
23,21,2,195857
23,22,1,195858
24,22,2,195870
23,21,2,195871
23,21,2,195872
23,22,1,195884
24,22,2,195885
23,22,1,195886
23,21,2,195898
23,21,2,195899
23,21,2,195911
23,21,2,195900
23,21,2,195913
23,21,2,195914
23,21,2,195925
23,22,1,195927
23,22,1,195939
23,22,1,195940
24,23,1,195942
25,24,1,195953
25,24,1,195954
24,24,0,195957
25,25,0,195968
24,24,0,195956
25,26,-1,195971
25,25,0,195982
24,24,0,195983
23,24,-1,195985
23,23,0,195996
22,22,0,195997
22,22,0,195998
22,23,-1,196010
22,23,-1,196011
22,23,-1,196012
22,23,-1,196024
23,24,-1,196025
23,24,-1,196026
23,25,-2,196038
24,25,-1,196039
25,26,-1,196040
25,26,-1,196052
26,26,0,196053
26,27,-1,196054
27,28,-1,196065
27,28,-1,196067
27,28,-1,196068
27,27,0,196079
26,26,0,196081
26,26,0,196082
26,26,0,196093
26,26,0,196094
26,26,0,196096
25,25,0,196107
25,25,0,196108
25,25,0,196110
26,26,0,196121
26,26,0,196122
27,26,1,196123
29,29,0,196137
27,27,0,196135
28,28,0,196136
30,29,1,196150
30,28,2,196151
30,28,2,196152
29,28,1,196164
29,28,1,196165
29,28,1,196166
29,28,1,196178
28,27,1,196179
27,26,1,196180
26,26,0,196192
26,25,1,196193
25,24,1,196194
25,24,1,196205
25,24,1,196207
26,25,1,196208
26,25,1,196219
26,25,1,196221
26,26,0,196222
26,26,0,196233
27,27,0,196234
27,27,0,196248
28,27,1,196247
27,27,0,196236
26,26,0,196261
26,26,0,196262
26,26,0,196263
26,26,0,196275
25,25,0,196276
25,25,0,196277
24,24,0,196289
24,24,0,196290
24,24,0,196291
24,24,0,196292
24,23,1,196304
24,23,1,196305
24,24,0,196306
25,25,0,196318
26,25,1,196319
26,26,0,196320
27,26,1,196332
28,26,2,196333
28,26,2,196334
28,26,2,196345
28,26,2,196347
28,26,2,196359
28,26,2,196348
27,24,3,196361
26,23,3,196362
25,23,2,196373
24,23,1,196374
24,23,1,196376
24,23,1,196387
24,23,1,196388
24,23,1,196390
22,22,0,196415
23,22,1,196403
24,23,1,196401
23,22,1,196402
24,24,0,196417
25,25,0,196429
26,26,0,196430
27,27,0,196431
27,28,-1,196432
27,28,-1,196444
27,27,0,196445
26,26,0,196459
26,27,-1,196458
27,27,0,196446
25,25,0,196472
24,25,-1,196473
24,24,0,196474
23,23,0,196486
22,23,-1,196487
22,23,-1,196488
22,24,-2,196499
23,25,-2,196501
23,25,-2,196502
23,25,-2,196513
23,25,-2,196515
26,27,-1,196528
25,26,-1,196527
24,25,-1,196516
27,28,-1,196530
27,29,-2,196541
28,29,-1,196542
28,29,-1,196544
28,28,0,196555
25,25,0,196557
24,25,-1,196569
24,25,-1,196571
24,25,-1,196587
25,25,0,196588
24,25,-1,196589
25,25,0,196591
25,25,0,196602
26,26,0,196603
26,26,0,196604
27,27,0,196616
27,27,0,196617
28,27,1,196618
28,27,1,196630
28,27,1,196631
28,27,1,196632
28,27,1,196644
28,27,1,196645
28,27,1,196646
28,26,2,196657
27,25,2,196659
26,24,2,196660
25,23,2,196671
24,22,2,196673
23,21,2,196674
22,20,2,196685
22,20,2,196686
22,20,2,196688
22,20,2,196699
22,20,2,196700
22,20,2,196702
22,20,2,196713
21,19,2,196714
21,19,2,196715
21,19,2,196727
21,19,2,196728
21,19,2,196729
21,19,2,196731
20,18,2,196742
19,18,1,196744
20,18,2,196743
19,18,1,196756
19,18,1,196757
19,18,1,196758
20,19,1,196770
21,19,2,196771
21,20,1,196784
21,20,1,196785
21,20,1,196786
21,20,1,196797
21,20,1,196799
20,20,0,196800
20,20,0,196811
20,20,0,196813
20,20,0,196814
21,20,1,196825
21,20,1,196826
21,20,1,196828
20,19,1,196839
20,19,1,196840
20,19,1,196842
19,18,1,196853
19,18,1,196855
18,17,1,196867
18,17,1,196868
18,17,1,196869
18,18,0,196871
19,19,0,196882
20,19,1,196883
20,19,1,196884
20,19,1,196896
20,19,1,196897
20,19,1,196898
19,18,1,196910
19,18,1,196911
18,17,1,196912
18,17,1,196924
18,17,1,196925
17,16,1,196926
17,16,1,196938
17,17,0,196939
18,17,1,196940
18,18,0,196951
19,19,0,196953
20,19,1,196954
20,20,0,196965
21,20,1,196967
21,21,0,196968
22,21,1,196980
22,21,1,196979
22,22,0,196982
23,22,1,196993
23,23,0,196994
24,23,1,196996
24,23,1,196997
24,23,1,197008
23,22,1,197009
23,22,1,197011
23,22,1,197022
23,22,1,197023
23,22,1,197025
23,21,2,197036
22,21,1,197037
22,21,1,197052
21,20,1,197051
21,20,1,197038
21,20,1,197050
23,21,2,197065
23,22,1,197066
23,22,1,197078
23,21,2,197079
22,21,1,197080
22,21,1,197093
22,21,1,197091
21,21,0,197094
21,21,0,197105
21,21,0,197107
22,22,0,197108
23,22,1,197119
23,22,1,197120
23,22,1,197122
22,22,0,197133
22,21,1,197134
22,22,0,197136
22,22,0,197137
23,22,1,197148
23,22,1,197149
21,20,1,197163
22,21,1,197151
22,21,1,197162
22,21,1,197176
22,21,1,197177
23,22,1,197178
23,21,2,197190
22,21,1,197191
22,21,1,197192
22,20,2,197204
21,20,1,197205
21,20,1,197206
21,20,1,197218
21,20,1,197219
20,19,1,197220
19,18,1,197231
19,18,1,197233
19,19,0,197234
20,20,0,197245
21,20,1,197247
21,20,1,197248
21,20,1,197259
20,19,1,197274
21,20,1,197273
21,20,1,197260
21,20,1,197262
20,19,1,197277
20,19,1,197288
20,19,1,197289
21,20,1,197291
21,21,0,197302
21,21,0,197303
21,21,0,197305
21,20,1,197316
20,20,0,197317
20,19,1,197318
19,19,0,197330
19,19,0,197331
19,19,0,197332
19,19,0,197344
19,19,0,197345
19,20,-1,197346
20,21,-1,197358
21,22,-1,197359
22,22,0,197360
22,22,0,197372
22,21,1,197373
20,20,0,197374
19,19,0,197385
18,18,0,197387
17,17,0,197388
17,18,-1,197399
18,18,0,197401
18,18,0,197402
18,18,0,197413
19,19,0,197414
19,19,0,197416
19,19,0,197417
19,19,0,197428
20,20,0,197431
19,19,0,197430
20,20,0,197442
21,20,1,197443
21,21,0,197445
21,21,0,197456
22,21,1,197457
22,21,1,197459
23,22,1,197470
24,23,1,197471
24,23,1,197472
24,24,0,197484
25,25,0,197485
25,25,0,197486
25,25,0,197498
25,25,0,197499
25,25,0,197500
25,25,0,197512
26,26,0,197513
28,27,1,197514
29,28,1,197526
30,29,1,197527
30,28,2,197528
30,28,2,197539
30,28,2,197541
30,28,2,197542
30,28,2,197553
30,28,2,197554
29,28,1,197556
30,28,2,197557
30,27,3,197568
29,27,2,197570
29,28,1,197571
29,28,1,197582
30,28,2,197583
30,29,1,197585
31,29,2,197596
31,29,2,197597
31,29,2,197599
30,28,2,197610
30,28,2,197611
30,28,2,197612
29,27,2,197624
29,26,3,197625
28,26,2,197626
28,26,2,197639
29,27,2,197640
28,26,2,197653
29,27,2,197652
28,26,2,197654
28,26,2,197666
27,26,1,197667
27,26,1,197668
28,27,1,197679
28,27,1,197681
28,27,1,197682
28,28,0,197693
28,28,0,197695
28,27,1,197697
28,28,0,197696
27,26,1,197708
26,25,1,197710
26,24,2,197711
25,23,2,197722
24,23,1,197724
24,23,1,197725
24,24,0,197736
25,24,1,197737
25,24,1,197739
26,25,1,197753
26,25,1,197751
25,25,0,197750
26,25,1,197764
26,25,1,197765
27,26,1,197766
27,25,2,197778
26,25,1,197779
26,24,2,197780
25,23,2,197792
24,22,2,197793
23,22,1,197794
22,21,1,197807
23,22,1,197806
22,20,2,197808
21,20,1,197819
20,19,1,197821
20,20,0,197822
21,20,1,197823
21,21,0,197835
22,23,-1,197836
24,24,0,197837
25,25,0,197849
26,26,0,197850
27,27,0,197851
27,27,0,197862
27,27,0,197864
26,27,-1,197865
26,27,-1,197876
28,29,-1,197878
29,30,-1,197879
30,32,-2,197890
31,33,-2,197891
32,33,-1,197893
32,33,-1,197904
32,33,-1,197905
31,33,-2,197907
31,32,-1,197918
31,32,-1,197919
31,32,-1,197920
31,32,-1,197932
31,32,-1,197933
31,32,-1,197934
31,32,-1,197946
31,32,-1,197947
31,32,-1,197948
32,33,-1,197960
32,33,-1,197961
32,32,0,197962
31,32,-1,197974
30,30,0,197975
29,29,0,197976
28,27,1,197987
27,27,0,197989
27,27,0,197990
28,28,0,198001
29,29,0,198003
29,29,0,198004
29,29,0,198015
28,27,1,198016
26,25,1,198018
25,24,1,198029
24,22,2,198030
23,22,1,198032
22,21,1,198033
22,21,1,198044
22,21,1,198045
23,22,1,198047
23,22,1,198058
23,22,1,198059
23,22,1,198061
23,22,1,198072
22,21,1,198073
22,21,1,198074
23,22,1,198086
23,22,1,198087
23,22,1,198088
23,22,1,198100
23,22,1,198101
23,22,1,198102
23,23,0,198114
24,23,1,198115
24,23,1,198116
24,24,0,198128
25,23,2,198129
24,22,2,198130
23,21,2,198141
23,21,2,198143
22,20,2,198144
22,20,2,198155
21,20,1,198157
21,20,1,198158
22,21,1,198169
22,21,1,198170
22,21,1,198172
22,21,1,198173
22,21,1,198184
22,21,1,198187
23,21,2,198198
23,22,1,198199
24,23,1,198201
24,23,1,198212
25,23,2,198213
25,24,1,198214
26,24,2,198226
26,24,2,198227
26,24,2,198228
26,24,2,198240
26,24,2,198241
25,24,1,198254
26,24,2,198242
25,24,1,198255
25,23,2,198256
24,22,2,198268
24,22,2,198269
23,22,1,198270
23,22,1,198281
24,23,1,198283
26,24,2,198284
27,25,2,198295
27,26,1,198297
27,26,1,198298
27,26,1,198309
27,26,1,198310
27,26,1,198312
27,25,2,198313
27,26,1,198324
27,26,1,198326
28,27,1,198327
29,27,2,198338
29,27,2,198339
29,27,2,198341
29,27,2,198352
27,25,2,198355
28,26,2,198353
27,25,2,198366
27,26,1,198367
28,27,1,198368
29,28,1,198380
29,28,1,198381
30,29,1,198382
30,29,1,198394
29,29,0,198395
29,28,1,198396
29,28,1,198408
29,28,1,198409
29,28,1,198410
28,27,1,198421
27,26,1,198423
26,26,0,198424
26,26,0,198435
26,26,0,198437
26,26,0,198438
26,26,0,198439
26,27,-1,198451
27,27,0,198452
27,26,1,198453
26,25,1,198464
25,24,1,198466
24,24,0,198467
24,25,-1,198478
25,26,-1,198480
27,28,-1,198481
28,29,-1,198492
30,31,-1,198493
31,31,0,198495
31,31,0,198506
30,31,-1,198507
32,32,0,198521
33,33,0,198522
31,32,-1,198520
34,34,0,198534
35,34,1,198535
36,35,1,198536
36,34,2,198548
36,34,2,198549
36,34,2,198550
35,34,1,198562
35,34,1,198563
36,34,2,198564
36,35,1,198576
36,36,0,198578
37,36,1,198594
37,36,1,198595
38,36,2,198596
38,36,2,198597
38,37,1,198609
39,37,2,198610
39,37,2,198611
38,35,3,198623
36,33,3,198624
35,32,3,198625
34,32,2,198638
34,32,2,198637
34,32,2,198639
34,32,2,198651
33,31,2,198652
33,31,2,198653
32,31,1,198664
31,30,1,198666
31,29,2,198667
31,30,1,198680
32,31,1,198681
32,32,0,198692
33,32,1,198693
33,32,1,198695
33,32,1,198706
33,31,2,198707
32,30,2,198709
33,32,1,198720
35,34,1,198721
37,35,2,198722
39,36,3,198724
40,37,3,198735
41,38,3,198736
42,39,3,198738
42,38,4,198749
42,38,4,198763
42,38,4,198751
42,38,4,198750
42,37,5,198764
41,37,4,198765
41,37,4,198777
42,38,4,198778
43,38,5,198779
42,37,5,198791
43,38,5,198792
43,39,4,198793
44,39,5,198805
45,40,5,198806
45,40,5,198807
45,40,5,198818
45,40,5,198820
45,40,5,198821
45,40,5,198832
45,40,5,198834
45,40,5,198835
45,40,5,198846
45,40,5,198847
44,39,5,198849
41,36,5,198860
39,34,5,198861
37,32,5,198863
35,31,4,198864
34,30,4,198875
33,29,4,198876
33,29,4,198878
32,29,3,198889
32,28,4,198890
32,28,4,198891
32,28,4,198903
33,28,5,198904
32,27,5,198905
31,26,5,198917
30,25,5,198918
29,25,4,198919
28,24,4,198931
27,23,4,198932
26,22,4,198933
25,22,3,198945
26,24,2,198946
27,24,3,198947
28,25,3,198958
28,26,2,198960
28,26,2,198961
29,26,3,198972
29,26,3,198974
28,25,3,198975
28,25,3,198986
28,25,3,198987
28,26,2,198989
29,26,3,199000
29,27,2,199001
30,28,2,199003
30,28,2,199004
30,28,2,199015
30,28,2,199016
30,28,2,199029
30,28,2,199018
31,30,1,199032
32,31,1,199043
33,32,1,199044
34,32,2,199045
36,34,2,199058
36,34,2,199059
36,34,2,199071
35,34,1,199072
35,33,2,199073
34,31,3,199085
32,29,3,199086
30,28,2,199087
29,28,1,199098
29,28,1,199100
30,28,2,199101
31,29,2,199112
32,30,2,199114
33,31,2,199115
33,32,1,199126
33,32,1,199130
33,31,2,199141
34,32,2,199127
33,32,1,199129
32,31,1,199144
32,31,1,199155
31,31,0,199157
31,31,0,199158
31,30,1,199169
30,29,1,199170
28,28,0,199172
27,27,0,199183
26,27,-1,199184
26,26,0,199186
26,26,0,199197
25,25,0,199199
25,26,-1,199198
25,25,0,199211
25,26,-1,199212
25,27,-2,199213
27,28,-1,199225
28,29,-1,199226
28,29,-1,199227
28,28,0,199239
27,27,0,199240
27,27,0,199241
27,26,1,199254
27,27,0,199253
27,26,1,199255
27,26,1,199266
28,27,1,199268
28,27,1,199269
28,27,1,199280
28,26,2,199282
28,27,1,199283
28,27,1,199284
29,28,1,199295
30,28,2,199297
31,29,2,199309
30,29,1,199298
31,29,2,199311
31,29,2,199312
30,28,2,199323
30,28,2,199324
30,28,2,199326
29,28,1,199337
29,27,2,199338
29,27,2,199340
29,27,2,199351
29,26,3,199352
28,26,2,199353
28,26,2,199365
28,26,2,199366
28,26,2,199367
28,26,2,199379
28,25,3,199380
27,25,2,199381
27,25,2,199393
27,24,3,199394
26,24,2,199395
25,23,2,199407
25,23,2,199408
25,23,2,199409
26,24,2,199422
25,24,1,199420
25,24,1,199424
26,24,2,199435
26,25,1,199437
27,26,1,199438
28,26,2,199449
28,27,1,199451
29,28,1,199452
30,28,2,199463
31,29,2,199466
32,30,2,199477
33,31,2,199478
33,32,1,199480
34,32,2,199491
34,33,1,199492
34,33,1,199493
34,33,1,199505
34,34,0,199506
34,34,0,199507
34,34,0,199519
34,34,0,199520
34,34,0,199521
33,34,-1,199533
33,33,0,199534
33,33,0,199535
33,33,0,199547
32,33,-1,199548
31,32,-1,199549
30,32,-2,199560
30,31,-1,199562
30,30,0,199563
29,29,0,199574
28,28,0,199576
27,28,-1,199577
26,27,-1,199578
26,26,0,199590
25,26,-1,199591
24,26,-2,199592
24,25,-1,199603
24,25,-1,199605
23,24,-1,199606
22,23,-1,199617
22,23,-1,199619
22,23,-1,199620
21,22,-1,199631
20,21,-1,199632
19,20,-1,199634
19,19,0,199646
19,20,-1,199645
18,19,-1,199648
19,20,-1,199659
20,20,0,199660
20,20,0,199661
21,21,0,199673
21,21,0,199674
21,21,0,199675
21,21,0,199687
21,21,0,199688
21,20,1,199689
20,19,1,199701
20,19,1,199702
20,19,1,199703
20,19,1,199714
20,20,0,199716
21,21,0,199717
22,21,1,199728
22,22,0,199730
23,22,1,199731
22,21,1,199742
22,21,1,199743
22,21,1,199745
22,21,1,199756
22,20,2,199757
21,20,1,199759
21,19,2,199760
20,19,1,199771
20,19,1,199772
20,18,2,199774
19,18,1,199785
19,17,2,199786
18,16,2,199788
17,16,1,199799
17,16,1,199800
17,16,1,199801
17,17,0,199813
18,18,0,199814
20,20,0,199815
21,21,0,199827
22,22,0,199828
23,23,0,199829
23,23,0,199841
